Self-Seeking Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9574120,22,3,7
Out For Number One Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2518963,25,10,7
Egotistic Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2952583,24,6,1
Greedy Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8360591,16,20,5
Narcissistic Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6463785,3,2,8
Wrapped Up In Oneself Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9380871,4,18,8
Self-Seeking Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7265152,7,23,10
Parsimonious Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5903626,25,18,4
Egotistical Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7782819,6,7,2
Self-Indulgent Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8362948,17,21,10
Mercenary Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8280045,19,19,5
Miserly Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6456985,22,3,1
Hoggish Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2637538,12,2,5
Stingy Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1422442,4,23,7
Ungenerous Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8374116,7,21,2
Miserly Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2675543,10,18,7
Miserly Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3417473,13,12,10
Self-Centered Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9706099,8,1,7
Prejudiced Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2716256,8,12,7
Narrow-Minded Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8240741,25,8,4
Self-Indulgent Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5262846,20,21,6
Self-Interested Road Hog,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6220631,18,21,10
Narrow-Minded Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1252532,8,3,1
Self-Seeking Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7488408,2,5,9
Out For Number One Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8329211,17,7,1
Ungenerous Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8871579,19,3,4
Self-Indulgent Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3324426,12,23,4
Wrapped Up In Oneself Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8421755,26,11,8
Ungenerous Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7818636,14,23,5
Parsimonious Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3767847,18,16,9
Narcissistic Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6712154,27,10,4
Wrapped Up In Oneself Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4256187,21,21,9
Egotistic Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1826741,4,1,7
Narrow Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4873699,18,4,7
Egoistical Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4104716,19,9,5
Egoistic Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6509360,26,17,5
Parsimonious Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4368976,25,12,10
Ungenerous Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2348736,21,5,1
Hoggish Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3598981,21,5,9
Egotistical Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3281541,22,13,4
Egoistical Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2448889,16,23,9
Egomaniacal Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2138862,26,9,3
Ungenerous Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1441816,1,19,8
Stingy Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3231935,9,13,10
Egotistic Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1058529,23,20,6
Egotistic Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9630487,12,12,5
Mercenary Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9221471,6,19,6
Self-Seeking Road Hog,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7299629,16,4,7
Prejudiced Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1653783,16,9,8
Egoistic Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1709005,4,7,3
Miserly Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4807449,26,19,4
